Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010],2017 [YR2017]
Japan,JPN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.3486,4.0944,3.8334,5.1366,4.733,3.78
Jordan,JOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.926,7.262,5.521,4.109,3.631,2.849
Jordan,JOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,104.8112,72.8264,52.697,37.1052,29.0956,25.877
Kazakhstan,KAZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.611,2.9,2.72,1.8,2.6,2.73
Kazakhstan,KAZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,34.5282,38.1586,50.7314,34.3114,30.0072,29.75
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,8.081,7.455,6.066,5.178,4.369,3.572
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,181.6588,166.9148,128.2596,107.1176,90.5286,75.078
Kiribati,KIR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.457,5.07,4.688,4.058,3.843,3.61
Kiribati,KIR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,58.799,53.7912,47.3016,36.7252,23.5756,16.177
"Korea, Dem. People’s Rep.",PRK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.315,2.773,2.289,1.991,1.938,1.911
"Korea, Dem. People’s Rep.",PRK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.8014,4.9878,2.3206,1.0744,0.435,0.283
"Korea, Rep.",KOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.53,2.82,1.57,1.467,1.226,1.052
"Korea, Rep.",KOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,15.41,13.2758,5.0238,2.4844,1.8592,1.379
Kosovo,XKX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,3.9,2.95,2.29,2.02
Kosovo,XKX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Kuwait,KWT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.169,5.316,2.967,2.845,2.234,2.083
Kuwait,KWT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,148.4328,77.0744,28.5146,22.3212,11.0072,8.194
Kyrgyz Republic,KGZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.177,4.367,3.63,2.4,3.1,3
Kyrgyz Republic,KGZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,46.2436,43.5704,61.4632,45.622,38.3092,32.763
Lao PDR,LAO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.974,6.277,6.151,4.311,3.143,2.709
Lao PDR,LAO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,104.9352,110.0326,107.0102,82.354,69.4152,65.41
Latvia,LVA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.96,1.86,2.02,1.25,1.36,1.74
Latvia,LVA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,25.9372,37.0622,44.2938,19.1344,16.437,16.171
Lebanon,LBN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.948,3.976,3.372,2.405,1.966,2.097
Lebanon,LBN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,72.7298,61.4432,48.8446,25.0224,15.9036,14.5
Lesotho,LSO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.808,5.577,4.721,3.792,3.302,3.171
Lesotho,LSO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,94.6706,92.332,88.53,86.9672,88.1596,92.726
Liberia,LBR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.695,6.973,6.499,5.866,4.971,4.387
Liberia,LBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,217.7912,199.8862,169.6886,148.8488,139.8972,135.962
Libya,LBY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,8.132,7.219,4.966,2.851,2.478,2.277
Libya,LBY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,131.295,66.1566,13.9022,7.1272,6.175,5.769
Liechtenstein,LIE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,1.57,1.4,1.61
Liechtenstein,LIE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Lithuania,LTU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.4,1.99,2.03,1.39,1.5,1.69
Lithuania,LTU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,21.5092,22.4852,38.999,25.3534,15.6248,10.854
Luxembourg,LUX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.97,1.5,1.6,1.76,1.63,1.41
Luxembourg,LUX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.6796,16.1662,12.0728,11.0842,7.6928,4.727
"Macao SAR, China",MAC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.167,1.709,1.722,0.95,1.093,1.211
"Macao SAR, China",MAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.892,8.9942,6.696,5.1294,3.262,2.381
Madagascar,MDG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.27,6.725,6.179,5.551,4.603,4.13
Madagascar,MDG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,160.02,154.7328,149.3236,151.7314,125.7288,109.59
Malawi,MWI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.303,7.643,6.872,6.098,5.332,4.302
Malawi,MWI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,195.147,202.538,172.8902,157.79,148.357,132.671
Malaysia,MYS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.014,4.068,3.554,2.784,2.149,2.019
Malaysia,MYS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,56.6004,34.5054,19.3868,13.7106,12.9878,13.414
Maldives,MDV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.227,7.081,6.003,2.771,2.206,1.906
Maldives,MDV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,212.1462,206.2206,130.0734,31.0428,12.6116,7.81
Mali,MLI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.133,7.15,7.165,6.897,6.547,5.968
Mali,MLI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,195.0622,191.9922,195.5498,188.1362,181.5306,169.127
Malta,MLT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.03,1.99,2.04,1.68,1.36,1.37
Malta,MLT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,12.9684,14.187,12.14,19.6294,15.1846,12.879
Marshall Islands,MHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
Marshall Islands,MHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Mauritania,MRT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.784,6.443,5.881,5.413,4.98,4.619
Mauritania,MRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,124.4198,112.6664,105.8032,96.4362,81.7326,71.049
Mauritius,MUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.952,2.672,2.32,1.99,1.57,1.44
Mauritius,MUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,62.7412,54.039,43.4378,36.4048,30.9766,25.735
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.611,4.823,3.47,2.716,2.34,2.157
Mexico,MEX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,114.3756,101.8726,86.2706,78.876,67.7,60.365
"Micronesia, Fed. Sts.",FSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.938,6.223,4.958,4.3,3.46,3.098
"Micronesia, Fed. Sts.",FSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,74.934,65.7568,50.4002,38.4866,21.304,13.924
Moldova,MDA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.582,2.481,2.414,1.435,1.275,1.259
Moldova,MDA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,30.0106,37.5228,57.35,41.8018,26.3258,22.415
Monaco,MCO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
Monaco,MCO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Mongolia,MNG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.569,6.209,4.052,2.141,2.637,2.914
Mongolia,MNG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,82.801,46.8048,36.6048,25.5016,23.6306,30.993
Montenegro,MNE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.737,2.243,2.078,1.875,1.76,1.738
Montenegro,MNE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,35.52,28.2356,28.5948,18.628,15.4848,9.313
Morocco,MAR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.646,5.685,4.047,2.771,2.567,2.451
Morocco,MAR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,135.171,85.9524,40.4208,35.5236,33.256,31.034
Mozambique,MOZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.716,6.474,6.211,5.826,5.392,4.922
Mozambique,MOZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,145.3004,171.0096,183.0686,183.1252,163.8182,148.626
Myanmar,MMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.964,4.893,3.447,2.878,2.359,2.168
Myanmar,MMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,93.0658,69.0764,45.413,37.878,31.1472,28.509
Namibia,NAM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.469,6.373,5.219,3.88,3.631,3.447
Namibia,NAM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,114.4862,110.293,95.412,84.8626,79.8124,63.627
Nauru,NRU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
Nauru,NRU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Nepal,NPL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.918,5.725,5.172,3.955,2.542,1.967
Nepal,NPL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,127.0464,130.832,131.6496,112.9564,81.2006,65.121
Netherlands,NLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.57,1.6,1.62,1.72,1.79,1.66
Netherlands,NLD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,20.021,8.859,7.0262,6.7504,4.7864,3.788
New Caledonia,NCL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.3,3.424,3.18,2.59,2.2,1.97
New Caledonia,NCL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,79.5888,74.3284,43.543,27.4558,18.9734,14.83
New Zealand,NZL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.158,2.03,2.18,1.98,2.17,1.81
New Zealand,NZL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.8094,37.2904,32.7844,27.9774,25.7978,19.27
Nicaragua,NIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.862,6.135,4.596,3.111,2.601,2.43
Nicaragua,NIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,175.5744,169.9128,151.7706,118.6528,97.2976,84.99
Niger,NER,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.567,7.844,7.772,7.679,7.473,7.001
Niger,NER,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,214.9296,225.8062,223.6904,217.1594,204.293,186.538
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.471,6.783,6.49,6.106,5.839,5.457
Nigeria,NGA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,165.7396,168.2566,148.0054,132.8236,119.5004,107.33
North Macedonia,MKD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.158,2.486,2.206,1.723,1.468,1.501
North Macedonia,MKD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,45.6996,50.548,45.389,28.1426,19.0902,15.723
Northern Mariana Islands,MNP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Norway,NOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.5,1.72,1.93,1.85,1.95,1.71
Norway,NOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,32.681,19.877,16.5796,11.1134,7.1886,5.141
Oman,OMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.311,8.299,7.165,3.716,2.873,2.92
Oman,OMN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,136.7714,126.36,81.3142,30.0226,14.4338,13.056
Pakistan,PAK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.601,6.534,6.164,5.037,3.951,3.562
Pakistan,PAK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,111.043,105.0356,86.0878,56.3922,42.3362,38.802
Palau,PLW,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,2.84,1.83,..,..
Palau,PLW,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.173,3.884,3.057,2.744,2.622,2.487
Panama,PAN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,135.0764,115.713,99.8312,91.3934,87.2886,81.828
Papua New Guinea,PNG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.163,5.694,4.802,4.525,3.985,3.61
Papua New Guinea,PNG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,96.0658,90.403,78.9344,67.6438,58.3852,52.655
Paraguay,PRY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.739,5.174,4.547,3.553,2.73,2.453
Paraguay,PRY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,99.1098,96.1236,92.5868,86.9502,75.0962,70.504
Peru,PER,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.316,5.041,3.912,2.845,2.546,2.275
Peru,PER,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,108.5502,90.8436,82.559,72.4538,66.0112,56.882
Philippines,PHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.264,5.183,4.32,3.811,3.18,2.64
Philippines,PHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,57.9248,52.6206,50.6196,51.948,56.2002,54.154
Poland,POL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.2,2.28,2.06,1.37,1.41,1.39
Poland,POL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,28.2854,33.8892,30.599,16.9076,14.9762,10.538
Portugal,PRT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.01,2.25,1.56,1.55,1.39,1.36
Portugal,PRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.0888,38.0948,24.2974,20.2862,13.3428,8.38
Puerto Rico,PRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.146,2.607,2.219,2.0485,1.6235,1.101
Puerto Rico,PRI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,82.7504,73.4198,70.455,68.2096,47.5972,29.098
Qatar,QAT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.91,5.806,4.013,3.236,2.07,1.886
Qatar,QAT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,89.6196,74.8356,49.4698,20.4854,12.8584,9.922
Romania,ROU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.89,2.43,1.83,1.31,1.59,1.64
Romania,ROU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.5212,66.8636,51.7282,37.409,38.5894,36.211
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.99,1.89,1.892,1.195,1.567,1.762
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,29.8818,43.0162,50.766,30.5882,27.7092,20.699
Rwanda,RWA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,8.231,8.461,7.184,5.64,4.52,4.088
Rwanda,RWA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,74.7486,76.0844,63.3148,48.9988,40.495,39.114
Samoa,WSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.194,6.203,5.118,4.503,4.338,3.926
Samoa,WSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.639,49.7296,35.9574,40.2346,29.6202,23.886
San Marino,SMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
San Marino,SMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Sao Tome and Principe,STP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.468,6.386,5.828,5.176,4.727,4.374
Sao Tome and Principe,STP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,135.8556,136.515,126.7834,112.9276,102.6524,94.61
Saudi Arabia,SAU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.28,7.206,5.911,3.971,2.97,2.373
Saudi Arabia,SAU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,125.127,120.8644,69.778,27.3198,11.1736,7.324
Senegal,SEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.262,7.292,6.448,5.448,5.064,4.697
Senegal,SEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,187.6126,170.8598,131.0482,104.0724,87.5702,72.725
Serbia,SRB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,1.48,1.4,1.46
Serbia,SRB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,66.4592,56.2082,40.109,27.104,20.1792,14.706
Seychelles,SYC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,2.08,2.17,3.63
Seychelles,SYC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,151.972,96.9328,67.8894,57.9036,60.7498,62.05
Sierra Leone,SLE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.496,6.69,6.721,6.319,5.202,4.359
Sierra Leone,SLE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,204.4352,210.3146,183.5772,160.9152,134.3892,112.828
Singapore,SGP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.07,1.82,1.83,1.6,1.15,1.16
Singapore,SGP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,28.0124,11.4066,7.9138,7.501,4.7298,3.53
Sint Maarten (Dutch part),SXM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
Slovak Republic,SVK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.41,2.32,2.09,1.3,1.43,1.48
Slovak Republic,SVK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,41.828,48.1526,47.6234,23.2876,21.9232,25.684
Slovenia,SVN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.231,2.064,1.46,1.26,1.57,1.58
Slovenia,SVN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,50.8272,51.3172,25.5836,7.1828,4.9044,3.776
Solomon Islands,SLB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.914,6.748,5.851,4.719,4.403,4.434
Solomon Islands,SLB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,106.9078,118.0398,90.4142,70.517,71.8502,78.003
Somalia,SOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.182,7.012,7.398,7.627,6.865,6.168
Somalia,SOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,54.7014,53.8,91.7448,127.0688,117.0728,100.085
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.669,4.98,3.964,2.694,2.598,2.43
South Africa,ZAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,93.7106,108.1622,96.2902,70.2842,70.0888,67.908
South Sudan,SSD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.881,6.85,6.761,6.223,5.376,4.775
South Sudan,SSD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,147.1492,143.6556,138.133,123.8528,86.1788,62.04
Spain,ESP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.84,2.22,1.36,1.22,1.37,1.34
Spain,ESP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,15.2866,23,11.8542,9.3164,10.4792,7.725
Sri Lanka,LKA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.342,3.408,2.483,2.24,2.248,2.206
Sri Lanka,LKA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,58.0084,39.5668,30.9842,28.4064,22.0238,20.926
St. Kitts and Nevis,KNA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
St. Lucia,LCA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.101,4.703,3.399,2.202,1.538,1.448
St. Lucia,LCA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,160.1166,153.9818,105.0938,60.667,45.7624,40.536
St. Martin (French part),MAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,2.12,1.83,1.82,1.81
St. Martin (French part),MAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.014,3.985,2.956,2.379,2.07,1.911
St. Vincent and the Grenadines,VCT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,173.126,119.153,90.8138,69.2202,56.276,49.02
Sudan,SDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.888,6.802,6.152,5.471,4.876,4.469
Sudan,SDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,151.2642,118.617,105.4364,116.3534,92.1528,63.993
Suriname,SUR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.653,3.895,3.267,2.895,2.61,2.443
Suriname,SUR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,140.7892,106.328,95.1222,84.4904,68.2796,61.655
Sweden,SWE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.92,1.68,2.13,1.54,1.98,1.85
Sweden,SWE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,36.7624,16.093,11.5296,6.7206,5.6526,5.076
Switzerland,CHE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.1,1.55,1.58,1.5,1.52,1.54
Switzerland,CHE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,20.57,9.8498,6.4518,5.4812,3.9014,2.763
Syrian Arab Republic,SYR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.572,7.094,5.309,4.076,3.404,2.847
Syrian Arab Republic,SYR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,117.7644,106.2064,73.608,60.0856,46.6396,38.592
Tajikistan,TJK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.003,5.688,5.225,3.967,3.599,3.606
Tajikistan,TJK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.1842,57.8872,57.3834,45.6764,48.0976,57.076
Tanzania,TZA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.771,6.653,6.213,5.689,5.427,4.953
Tanzania,TZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,155.9974,152.9082,143.1706,134.261,127.276,118.385
Thailand,THA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.595,3.392,2.113,1.671,1.542,1.532
Thailand,THA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,60.9626,58.6232,51.431,43.44,47.9138,44.908
Timor-Leste,TLS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.655,5.219,5.478,6.113,4.805,4.093
Timor-Leste,TLS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,58.7738,55.4274,57.7282,61.6138,44.6758,33.785
Togo,TGO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.084,7.216,6.185,5.419,4.868,4.384
Togo,TGO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,145.2904,140.7346,114.3596,94.9228,92.1382,89.091
Tonga,TON,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.941,5.553,4.644,4.25,3.913,3.595
Tonga,TON,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,36.3916,30.316,24.9144,21.7608,17.5552,14.662
Trinidad and Tobago,TTO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.554,3.284,2.453,1.753,1.806,1.739
Trinidad and Tobago,TTO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,96.561,85.2728,62.484,40.7776,36.1182,30.09
